base_id,condition,label,hop_depth,error_type,peak_entropy,mean_entropy,early_entropy,min_confidence,mean_vocab_gap,logprob_uncertainty,hedged,hedge_count,overconfident,overconf_count,verbalized_conf,is_absurd,final_correct_clean,final_correct_error,final_degraded,prompt_len,n_tokens_gen,generated_text
planning_budget_0002,clean,0,4,,,,,0.5234375,0.8924746982979052,0.06968080081257017,False,0,False,0,,False,False,False,False,125,66,"<think>
Okay, let's see. The user is asking about allocating a budget to HR. The previous step was allocating 150 to IT, which was under the max limit of 200. Now, for HR, they requested 250, but the max per department is 200.

"
planning_budget_0002,error_standard,1,4,constraint_violation,,,,0.5234375,0.8924746982979052,0.06968080081257017,False,0,False,0,,False,False,False,False,125,66,"<think>
Okay, let's see. The user is asking about allocating a budget to HR. The previous step was allocating 150 to IT, which was under the max limit of 200. Now, for HR, they requested 250, but the max per department is 200.

"
planning_budget_0002,error_verbalized,1,4,constraint_violation,,,,0.373291015625,0.9151601206172596,0.05821934932147007,False,0,False,0,,False,False,False,False,190,55,"<think>
Okay, let's see. The user is asking about allocating a budget to HR. The problem states that the HR department requested 250, but the maximum limit per department is 200. So, the question is, how much is allocated?

"
2hop_fractions_0039,clean,0,2,,,,,0.424072265625,0.9150343562694306,0.05706055016403138,False,0,False,0,,False,False,False,False,106,47,"<think>
Okay, let's see. The problem is about a biscuit that's cut into 16 equal slices. Three people each eat 2 slices. The question is asking for the fraction of the biscuit that remains.

"
2hop_fractions_0039,error_standard,1,2,wrong_percentage_base,,,,0.417236328125,0.9146707565226453,0.0561919670263861,False,0,False,0,,False,False,False,False,108,47,"<think>
Okay, let's see. The problem is about a biscuit that's cut into 16 equal slices. Three people each eat 2 slices. The question is asking for the fraction of the biscuit that remains.

"
2hop_fractions_0039,error_verbalized,1,2,wrong_percentage_base,,,,0.53125,0.9143756424838846,0.053878814009150754,False,0,False,0,,False,False,False,False,173,44,"<think>
Okay, let's see. The problem is about a biscuit cut into 16 equal slices. Three people each eat 2 slices. We need to find the fraction of the biscuit that remains.

"
2hop_fractions_0032,clean,0,2,,,,,0.3984375,0.9209916523911736,0.05318251617535124,False,0,False,0,,False,False,False,False,103,44,"<think>
Okay, let's see. The problem is about a pizza that's cut into 10 equal slices. Three people each eat 3 slices. We need to find out what fraction of the pizza remains.

"
2hop_fractions_0032,error_standard,1,2,wrong_unit,,,,0.546875,0.8888159685356672,0.06941616080435022,False,0,False,0,,False,False,False,False,105,43,"<think>
Okay, let's see. The problem is about a pizza that's cut into 10 equal slices. Three people each eat 3 slices. The question is asking what fraction of the pizza remains.

"
2hop_fractions_0032,error_verbalized,1,2,wrong_unit,,,,0.67822265625,0.9474148631095887,0.030656349997755517,False,0,False,0,,False,False,False,False,170,45,"<think>
Okay, let's see. The problem says a pizza is cut into 10 equal slices. Then 3 people each eat 3 slices. The question is asking for the fraction of the pizza that remains.

"
3hop_multi_stage_geometry_0006,clean,0,3,,,,,0.4970703125,0.9266305984929204,0.04691167171106639,False,0,False,0,,False,False,False,False,129,64,"<think>
Okay, let's see. The user is trying to figure out the total flooring cost for an office that's 5 meters by 5 meters. They already have 21 tiles, each 1 meter by 1 meter. The remaining area needs to be covered at $25 per square meter.

"
3hop_multi_stage_geometry_0006,error_standard,1,3,wrong_operator,,,,0.5,0.9317655397243187,0.04244153664808834,False,0,False,0,,False,False,False,False,127,61,"<think>
Okay, let's see. The user is trying to figure out the total flooring cost for an office that's 5m by 5m. They already have 21 tiles, each 1m x 1m. The remaining area costs $25 per square meter. 

"
3hop_multi_stage_geometry_0006,error_verbalized,1,3,wrong_operator,,,,0.33984375,0.8560855694306202,0.10048293794674322,False,0,False,0,,False,False,False,False,192,156,"<think>
Okay, let's see. The office is 5m by 5m, so the total area is 25 square meters. Wait, in the previous step, the user said the total area is 10 m², but that's wrong. Wait, no, the user said in step 1, the office measures 5m ×5m, so the total area should be 5*5=25 m². But in the first step, the assistant answered 10 m², which is incorrect. Wait, but the user is now in step 2, so maybe the assistant made a mistake there. But the user is now asking step 2, which is about the area covered by the 21 tiles.

"
4hop_multi_stage_allocation_0017,clean,0,4,,,,,0.324462890625,0.7878233685212976,0.18535386652448538,False,0,False,0,,False,True,False,True,142,34,"<think>
Okay, let's see. The user is trying to figure out how much budget remains after each step. The initial budget is $1000. 

"
4hop_multi_stage_allocation_0017,error_standard,1,4,wrong_unit,,,,0.301513671875,0.8304794693694395,0.13633652309997593,False,0,False,0,,False,True,False,True,141,34,"<think>
Okay, let's see. The user is trying to figure out how much budget remains after each step. The initial budget is $1000. 

"
4hop_multi_stage_allocation_0017,error_verbalized,1,4,wrong_unit,,,,0.336181640625,0.9074432158470154,0.06571995214288623,False,0,False,0,,False,True,False,True,206,200,"<think>
Okay, let's see. The hospital starts with a $1000 budget. First, they spend 25% on salaries. Wait, the user already calculated that in step 1. So after salaries, the remaining budget is $750? Wait, no, the user said $7500 remains. Wait, that can't be right. Wait, 25% of $1000 is $250, so remaining would be $750. But the user said $7500. That's a mistake. Oh, maybe they thought 25% of 1000 is 250, but then said 7500? That's wrong. Wait, but the user's answer was $1000 × 25% = $7500. That's incorrect. Because 25% of 1000 is 250,"
3hop_compound_rate_0007,clean,0,3,,,,,0.6572265625,0.9164406776428222,0.04959372702072693,False,0,False,0,,False,False,False,False,151,50,"<think>
Okay, let's see. The user is asking about the second leg of the tram trip. The second leg is 120 km at 60 km/h. So, I need to calculate the time taken for that part.

"
3hop_compound_rate_0007,error_standard,1,3,wrong_unit,,,,0.64453125,0.9221293114601298,0.04857537538441451,False,0,False,0,,False,False,False,False,142,47,"<think>
Okay, let's see. The user is asking about the second leg of the tram trip. The second leg is 120 km at 60 km/h. I need to calculate how many minutes that takes.

"
3hop_compound_rate_0007,error_verbalized,1,3,wrong_unit,,,,0.615234375,0.9374572292287299,0.03742261718749219,False,0,False,0,,False,False,False,False,207,47,"<think>
Okay, let's see. The user is asking about the second leg of the tram trip. The second leg is 120 km at 60 km/h. I need to calculate the time taken for that.

"
2hop_fractions_0005,clean,0,2,,,,,0.5078125,0.922616875420014,0.046920283117142185,False,0,False,0,,False,False,False,False,106,48,"<think>
Okay, let's see. The problem is about a flatbread that's cut into 16 equal slices. Two people each eat 1 slice. The question is asking for the fraction of the flatbread that remains. 

"
2hop_fractions_0005,error_standard,1,2,off_by_one,,,,0.5,0.9167101023097833,0.05103497046173066,False,0,False,0,,False,False,False,False,106,48,"<think>
Okay, let's see. The problem is about a flatbread that's cut into 16 equal slices. Two people each eat 1 slice. The question is asking for the fraction of the flatbread that remains. 

"
2hop_fractions_0005,error_verbalized,1,2,off_by_one,,,,0.5263671875,0.936204833876003,0.04001285897668433,False,0,False,0,,False,False,False,False,171,110,"<think>
Okay, let's see. The problem says there's a flatbread cut into 16 equal slices. Two people each eat 1 slice. So first, I need to figure out how many slices are eaten in total. Wait, the user already did that in step 1, right? They said 2 people each eat 1 slice, so 2 × 1 = 3 slices eaten. So total slices are 16, and 3 are eaten. The question now is asking for the fraction that remains.

"
4hop_nested_fractions_0019,clean,0,4,,,,,0.465087890625,0.9191639183172539,0.05340363112526761,False,0,False,0,,False,False,False,False,147,67,"<think>
Okay, let's see. The user is trying to figure out how many widgets are shipped by air. They've already done the first step, which was calculating how many widgets pass quality control. The answer was 1600. Now, step 2 is asking how many of those passing widgets are premium quality.

"
4hop_nested_fractions_0019,error_standard,1,4,wrong_percentage_base,,,,0.4990234375,0.8988030653888897,0.06629424386724199,False,0,False,0,,False,False,False,False,149,118,"<think>
Okay, let's see. The user is trying to figure out how many widgets are shipped by air. They've already done the first step, which was calculating how many widgets pass quality control. The answer was 1600, right? Wait, no, wait. Wait, the original question says the plant produces 2000 widgets per day. Then 4/5 pass quality control. So 2000 multiplied by 4/5 is 1600. So that's 1600 widgets that pass quality control.

"
